spec_id,scope,dv,formula,n,aic,aicc,bic,logLik,converged,delta_aicc,akaike_weight,aicc_rank
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,1
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,14
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,15
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,16
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,17
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,18
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,19
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,20
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,21
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,22
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,23
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,24
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,25
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,26
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,27
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,28
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,29
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,30
2c77a0ddea4b1194d52d43807a383b63,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE__bin_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,31
ab5fd4c30b747d540797ea53d5b13303,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + INTERSTATE_lead_avg + INTRASTATE_lead_avg + (1 | Country),1036,1269.457873,1269.539506,1299.116608,-628.728937,True,0.0,0.003166,32
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,33
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,34
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,35
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,36
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,37
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,38
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,39
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,40
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,41
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,42
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,43
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,44
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,45
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,46
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,47
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,48
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,49
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,50
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,51
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,52
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,53
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,54
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,55
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,56
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,57
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,58
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,59
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,60
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,61
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,62
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,63
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,64
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,65
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,66
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,67
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,68
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,69
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,70
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,71
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,72
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,73
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,74
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,75
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,76
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,77
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,78
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,79
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,80
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,81
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,82
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,83
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,84
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,85
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,86
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,87
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,88
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,89
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,90
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,91
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,92
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,93
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,94
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,95
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,96
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,97
119cfb772ea7c87ba5915d842a4fbfc2,Africa,Outbreak,Outbreak ~ scale(Year) + Outbreak_lead + GEOPHYSICAL__bin_lead_avg + GEOPHYSICAL_lead_avg + (1 | Country),1036,1270.893574,1270.975206,1300.552308,-629.446787,True,1.435701,0.001544,98
