spec_id,scope,dv,formula,n,aic,aicc,bic,logLik,converged,FixedEffects,error
1fdec936fcff9b6b00fe2eb28aadee2f,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECONOMIC_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3786.154337397113,3786.1855177980037,3829.4751612682226,-1886.0771686985565,TRUE,"{""(Intercept)"":{""Estimate"":-1.6552,""StdError"":0.1751},""scale(Year)"":{""Estimate"":0.3065,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6001,""StdError"":0.0957},""ECONOMIC_lag_avg"":{""Estimate"":0.1485,""StdError"":0.0912},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.3628,""StdError"":0.0908}}",NA
2bd8f761ad989c1a381de7cf493a886d,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECONOMIC_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3757.1386450723435,3757.169825473234,3800.459468943453,-1871.5693225361717,TRUE,"{""(Intercept)"":{""Estimate"":-1.7123,""StdError"":0.1516},""scale(Year)"":{""Estimate"":0.2841,""StdError"":0.0452},""Outbreak_lag"":{""Estimate"":0.5937,""StdError"":0.0959},""ECONOMIC_lag_avg"":{""Estimate"":0.1971,""StdError"":0.0895},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0968,""StdError"":0.0154}}",NA
8de9fabb433c6ef3fcadd64f1d771464,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + GEOPHYSICAL_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3760.564508617794,3760.595689018685,3803.8853324889037,-1873.282254308897,TRUE,"{""(Intercept)"":{""Estimate"":-1.6335,""StdError"":0.1754},""scale(Year)"":{""Estimate"":0.2549,""StdError"":0.0425},""Outbreak_lag"":{""Estimate"":0.5881,""StdError"":0.096},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.1179,""StdError"":0.1006},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0857,""StdError"":0.0168}}",NA
45dab18d823042804260345b27d4fd2e,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3766.5600428623497,3766.600143112976,3816.069555857903,-1875.2800214311749,TRUE,"{""(Intercept)"":{""Estimate"":-1.7278,""StdError"":0.2027},""scale(Year)"":{""Estimate"":0.2268,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5986,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.117,""StdError"":0.0181},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.295,""StdError"":0.366}}",NA
19e811a803222261420421f5b5d2e9c3,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3761.5246201814166,3761.564720432043,3811.03413317697,-1872.7623100907083,TRUE,"{""(Intercept)"":{""Estimate"":-1.821,""StdError"":0.1824},""scale(Year)"":{""Estimate"":0.2633,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.6035,""StdError"":0.0956},""CLIMATIC_lag_avg"":{""Estimate"":0.1217,""StdError"":0.018},""CONFLICTS_lag_avg"":{""Estimate"":-0.0004,""StdError"":0.0007},""ECONOMIC_lag_avg"":{""Estimate"":0.2133,""StdError"":0.0889}}",NA
ca93133edd22e6edcb13516719bcc848,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3764.8848037356825,3764.924903986309,3814.394316731236,-1874.4424018678412,TRUE,"{""(Intercept)"":{""Estimate"":-1.7235,""StdError"":0.2044},""scale(Year)"":{""Estimate"":0.236,""StdError"":0.043},""Outbreak_lag"":{""Estimate"":0.5958,""StdError"":0.0957},""CLIMATIC_lag_avg"":{""Estimate"":0.1038,""StdError"":0.02},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.1473,""StdError"":0.097}}",NA
dd074b33e09c384314fcc57ee157b827,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + CONFLICTS_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3753.965648837535,3754.0057490881613,3803.4751618330884,-1868.9828244187674,TRUE,"{""(Intercept)"":{""Estimate"":-1.6974,""StdError"":0.1872},""scale(Year)"":{""Estimate"":0.2317,""StdError"":0.0427},""Outbreak_lag"":{""Estimate"":0.5872,""StdError"":0.0959},""CLIMATIC_lag_avg"":{""Estimate"":0.0696,""StdError"":0.0221},""CONFLICTS_lag_avg"":{""Estimate"":-0.0005,""StdError"":0.0007},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0624,""StdError"":0.018}}",NA
4d111f451b24eb010fccf0e5afc88f82,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3761.482932236104,3761.5230324867302,3810.9924452316573,-1872.741466118052,TRUE,"{""(Intercept)"":{""Estimate"":-1.834,""StdError"":0.184},""scale(Year)"":{""Estimate"":0.2617,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.605,""StdError"":0.0955},""CLIMATIC_lag_avg"":{""Estimate"":0.1199,""StdError"":0.0176},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2418,""StdError"":0.3666},""ECONOMIC_lag_avg"":{""Estimate"":0.2069,""StdError"":0.0887}}",NA
ef06a8b195158e218e9bcc7836f28d94,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECOLOGICAL_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3764.587645428902,3764.6277456795283,3814.0971584244553,-1874.293822714451,TRUE,"{""(Intercept)"":{""Estimate"":-1.7398,""StdError"":0.2053},""scale(Year)"":{""Estimate"":0.2351,""StdError"":0.043},""Outbreak_lag"":{""Estimate"":0.5969,""StdError"":0.0956},""CLIMATIC_lag_avg"":{""Estimate"":0.1028,""StdError"":0.0196},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2672,""StdError"":0.3668},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.1448,""StdError"":0.0966}}",NA
b9ad8329a8ba4c0c9595f97ed77a6b9a,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECOLOGICAL_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3754.178309210385,3754.2184094610116,3803.6878222059386,-1869.0891546051926,TRUE,"{""(Intercept)"":{""Estimate"":-1.713,""StdError"":0.1886},""scale(Year)"":{""Estimate"":0.2317,""StdError"":0.0426},""Outbreak_lag"":{""Estimate"":0.5883,""StdError"":0.0959},""CLIMATIC_lag_avg"":{""Estimate"":0.0688,""StdError"":0.0219},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2129,""StdError"":0.3694},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0606,""StdError"":0.0179}}",NA
8601dc663afd5d2d2d25ec8f43f39c65,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECONOMIC_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3759.6942260279097,3759.734326278536,3809.203739023463,-1871.8471130139549,TRUE,"{""(Intercept)"":{""Estimate"":-1.8324,""StdError"":0.1857},""scale(Year)"":{""Estimate"":0.2706,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6018,""StdError"":0.0955},""CLIMATIC_lag_avg"":{""Estimate"":0.1074,""StdError"":0.0195},""ECONOMIC_lag_avg"":{""Estimate"":0.2077,""StdError"":0.0886},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.142,""StdError"":0.0956}}",NA
292a265bd3ea3a266c722ef5ab6eab2d,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + ECONOMIC_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3748.325522620333,3748.365622870959,3797.8350356158862,-1866.1627613101664,TRUE,"{""(Intercept)"":{""Estimate"":-1.8154,""StdError"":0.1676},""scale(Year)"":{""Estimate"":0.2694,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.5932,""StdError"":0.0958},""CLIMATIC_lag_avg"":{""Estimate"":0.0723,""StdError"":0.0216},""ECONOMIC_lag_avg"":{""Estimate"":0.2213,""StdError"":0.0883},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0622,""StdError"":0.0177}}",NA
0feb3316baf248214ca633ea54152210,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CLIMATIC_lag_avg + GEOPHYSICAL_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3754.1793139179986,3754.219414168625,3803.688826913552,-1869.0896569589993,TRUE,"{""(Intercept)"":{""Estimate"":-1.7076,""StdError"":0.1895},""scale(Year)"":{""Estimate"":0.2356,""StdError"":0.0429},""Outbreak_lag"":{""Estimate"":0.5878,""StdError"":0.0959},""CLIMATIC_lag_avg"":{""Estimate"":0.0655,""StdError"":0.0223},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.0575,""StdError"":0.1008},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0586,""StdError"":0.0184}}",NA
eba790bc734fdba0ce23dad0e48ae2d7,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + (1 | Continent) + (1 | Country),3600,3803.3896921409837,3803.42979239161,3852.899205136537,-1893.6948460704918,TRUE,"{""(Intercept)"":{""Estimate"":-1.5713,""StdError"":0.1642},""scale(Year)"":{""Estimate"":0.2978,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6008,""StdError"":0.0958},""CONFLICTS_lag_avg"":{""Estimate"":-0,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.2076,""StdError"":0.3756},""ECONOMIC_lag_avg"":{""Estimate"":0.1324,""StdError"":0.0929}}",NA
0ce05358a6fb777c9d5d7b212cdfb39c,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3790.5260759390026,3790.566176189629,3840.035588934556,-1887.2630379695013,TRUE,"{""(Intercept)"":{""Estimate"":-1.5947,""StdError"":0.1896},""scale(Year)"":{""Estimate"":0.2799,""StdError"":0.0425},""Outbreak_lag"":{""Estimate"":0.5974,""StdError"":0.0958},""CONFLICTS_lag_avg"":{""Estimate"":0,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.1922,""StdError"":0.3736},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.3566,""StdError"":0.0913}}",NA
8ba7bfb5e7bc18d0b8653b538cd8e222,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECOLOGICAL_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3763.4924477131835,3763.53254796381,3813.001960708737,-1873.7462238565918,TRUE,"{""(Intercept)"":{""Estimate"":-1.6182,""StdError"":0.1703},""scale(Year)"":{""Estimate"":0.2495,""StdError"":0.0425},""Outbreak_lag"":{""Estimate"":0.5888,""StdError"":0.0961},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""ECOLOGICAL_lag_avg"":{""Estimate"":0.1581,""StdError"":0.3734},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0949,""StdError"":0.0157}}",NA
14aa4aaa1658bc565aabbc75868c649c,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECONOMIC_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3788.1536661378636,3788.19376638849,3837.663179133417,-1886.0768330689318,TRUE,"{""(Intercept)"":{""Estimate"":-1.655,""StdError"":0.1753},""scale(Year)"":{""Estimate"":0.3065,""StdError"":0.0455},""Outbreak_lag"":{""Estimate"":0.6,""StdError"":0.0957},""CONFLICTS_lag_avg"":{""Estimate"":-0,""StdError"":0.0007},""ECONOMIC_lag_avg"":{""Estimate"":0.1487,""StdError"":0.0913},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.3629,""StdError"":0.0909}}",NA
c443cf3506a746125193f833381cd642,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + ECONOMIC_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3758.721048514905,3758.7611487655313,3808.2305615104583,-1871.3605242574524,TRUE,"{""(Intercept)"":{""Estimate"":-1.708,""StdError"":0.1505},""scale(Year)"":{""Estimate"":0.2841,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.5928,""StdError"":0.096},""CONFLICTS_lag_avg"":{""Estimate"":-0.0004,""StdError"":0.0007},""ECONOMIC_lag_avg"":{""Estimate"":0.2009,""StdError"":0.0899},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0986,""StdError"":0.0158}}",NA
2bfef4b3e554154a9b2fc5ae64cd343f,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + CONFLICTS_lag_avg + GEOPHYSICAL_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3762.324769950712,3762.3648702013384,3811.8342829462654,-1873.162384975356,TRUE,"{""(Intercept)"":{""Estimate"":-1.6288,""StdError"":0.1751},""scale(Year)"":{""Estimate"":0.2543,""StdError"":0.0426},""Outbreak_lag"":{""Estimate"":0.5874,""StdError"":0.0961},""CONFLICTS_lag_avg"":{""Estimate"":-0.0003,""StdError"":0.0007},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.1171,""StdError"":0.1009},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.087,""StdError"":0.0171}}",NA
1297ba3720e78c794eeaffcb55122498,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + GEOPHYSICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3787.9850705237873,3788.0251707744137,3837.4945835193407,-1885.9925352618936,TRUE,"{""(Intercept)"":{""Estimate"":-1.6611,""StdError"":0.1759},""scale(Year)"":{""Estimate"":0.3053,""StdError"":0.0456},""Outbreak_lag"":{""Estimate"":0.5999,""StdError"":0.0957},""ECOLOGICAL_lag_avg"":{""Estimate"":0.1551,""StdError"":0.3749},""ECONOMIC_lag_avg"":{""Estimate"":0.1462,""StdError"":0.0914},""GEOPHYSICAL_lag_avg"":{""Estimate"":0.3614,""StdError"":0.0908}}",NA
816d83a02838bc7493c560b72de0f4f2,Global,Outbreak,Outbreak ~ scale(Year) + Outbreak_lag + ECOLOGICAL_lag_avg + ECONOMIC_lag_avg + TECHNOLOGICAL_lag_avg + (1 | Continent) + (1 | Country),3600,3759.0673734297893,3759.1074736804158,3808.5768864253428,-1871.5336867148947,TRUE,"{""(Intercept)"":{""Estimate"":-1.716,""StdError"":0.1523},""scale(Year)"":{""Estimate"":0.2833,""StdError"":0.0453},""Outbreak_lag"":{""Estimate"":0.5936,""StdError"":0.0959},""ECOLOGICAL_lag_avg"":{""Estimate"":0.1004,""StdError"":0.3747},""ECONOMIC_lag_avg"":{""Estimate"":0.1955,""StdError"":0.0897},""TECHNOLOGICAL_lag_avg"":{""Estimate"":0.0967,""StdError"":0.0155}}",NA
